"condition","rmseResult","experimentLabel","cohort","k","numCellTypes","cellTypes"
"sample.id:Br6522_mid","2.61e-02","huuki-meyers-et-al-2023_Inhib_k3","NA","3","3",""
"sample.id:Br6522_post","1.60e-02","huuki-meyers-et-al-2023_Inhib_k3","NA","3","3",""
"sample.id:Br8667_mid","2.12e-02","huuki-meyers-et-al-2023_Inhib_k3","NA","3","3",""
"sample.id:Br8667_ant","2.00e-02","huuki-meyers-et-al-2023_Inhib_k3","NA","3","3",""
"condition.id:noscale","7.08e-02","huuki-meyers-et-al-2023_Inhib_k3","NA","3","3",""
"condition.id:withscale","7.66e-17","huuki-meyers-et-al-2023_Inhib_k3","NA","3","3",""
"replicate.id:rep1","5.01e-02","huuki-meyers-et-al-2023_Inhib_k3","NA","3","3",""
"replicate.id:rep1;condition.id:noscale","7.08e-02","huuki-meyers-et-al-2023_Inhib_k3","NA","3","3",""
"replicate.id:rep1;condition.id:withscale","7.66e-17","huuki-meyers-et-al-2023_Inhib_k3","NA","3","3",""
"sample.id:donor6","7.87e-02","tran-et-al-2021_dlpfc-cohort2_Inhib_k3","Tran et al 2021","3","3","Inhib"
"sample.id:donor1","7.01e-02","tran-et-al-2021_dlpfc-cohort2_Inhib_k3","Tran et al 2021","3","3","Inhib"
"sample.id:donor2","7.42e-02","tran-et-al-2021_dlpfc-cohort2_Inhib_k3","Tran et al 2021","3","3","Inhib"
"condition.id:noscale","1.05e-01","tran-et-al-2021_dlpfc-cohort2_Inhib_k3","Tran et al 2021","3","3","Inhib"
"condition.id:withscale","1.49e-16","tran-et-al-2021_dlpfc-cohort2_Inhib_k3","Tran et al 2021","3","3","Inhib"
"replicate.id:rep1","7.44e-02","tran-et-al-2021_dlpfc-cohort2_Inhib_k3","Tran et al 2021","3","3","Inhib"
"replicate.id:rep1;condition.id:noscale","1.05e-01","tran-et-al-2021_dlpfc-cohort2_Inhib_k3","Tran et al 2021","3","3","Inhib"
"replicate.id:rep1;condition.id:withscale","1.49e-16","tran-et-al-2021_dlpfc-cohort2_Inhib_k3","Tran et al 2021","3","3","Inhib"
"sample.id:Br2720_mid","2.25e-02","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br6471_mid","1.33e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br8492_post","1.38e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br8492_mid","1.12e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br3942_ant","9.33e-02","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br6423_post","1.64e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br6423_ant","1.70e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br3942_mid","8.33e-02","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br8325_ant","7.09e-02","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br8325_mid","1.19e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br2743_mid","6.62e-02","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br6432_ant","1.36e-02","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br6522_mid","1.22e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br6522_post","1.19e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br8667_mid","1.85e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:Br8667_ant","1.87e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"condition.id:noscale","1.74e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"condition.id:withscale","9.75e-17","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"replicate.id:rep1","1.23e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"replicate.id:rep1;condition.id:noscale","1.74e-01","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"replicate.id:rep1;condition.id:withscale","9.75e-17","huuki-meyers-et-al-2023_glial_k3","NA","3","3",""
"sample.id:donor6","1.20e-01","tran-et-al-2021_dlpfc-cohort2_glial_k3","Tran et al 2021","3","3","glial"
"sample.id:donor1","9.90e-02","tran-et-al-2021_dlpfc-cohort2_glial_k3","Tran et al 2021","3","3","glial"
"sample.id:donor2","1.15e-01","tran-et-al-2021_dlpfc-cohort2_glial_k3","Tran et al 2021","3","3","glial"
"condition.id:noscale","1.58e-01","tran-et-al-2021_dlpfc-cohort2_glial_k3","Tran et al 2021","3","3","glial"
"condition.id:withscale","2.03e-16","tran-et-al-2021_dlpfc-cohort2_glial_k3","Tran et al 2021","3","3","glial"
"replicate.id:rep1","1.12e-01","tran-et-al-2021_dlpfc-cohort2_glial_k3","Tran et al 2021","3","3","glial"
"replicate.id:rep1;condition.id:noscale","1.58e-01","tran-et-al-2021_dlpfc-cohort2_glial_k3","Tran et al 2021","3","3","glial"
"replicate.id:rep1;condition.id:withscale","2.03e-16","tran-et-al-2021_dlpfc-cohort2_glial_k3","Tran et al 2021","3","3","glial"
"sample.id:Br6471_mid","1.27e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8492_post","8.27e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8492_mid","5.56e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br3942_ant","2.99e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8325_ant","1.92e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8325_mid","4.75e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br6522_mid","4.66e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8667_mid","1.12e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"condition.id:scale","1.71e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"condition.id:noscale","1.88e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"replicate.id:nnls","1.80e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"replicate.id:nnls;condition.id:scale","1.71e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"replicate.id:nnls;condition.id:noscale","1.88e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_nnls","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br6471_mid","1.30e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8492_post","9.11e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8492_mid","5.31e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br3942_ant","3.36e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8325_ant","1.97e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8325_mid","5.53e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br6522_mid","4.65e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8667_mid","1.16e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"condition.id:scale","1.68e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"condition.id:no","1.93e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"replicate.id:music","1.81e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"replicate.id:music;condition.id:scale","1.68e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"replicate.id:music;condition.id:no","1.93e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_music","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br6471_mid","6.53e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8492_post","2.80e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8492_mid","1.31e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br3942_ant","8.31e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8325_ant","8.78e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8325_mid","9.52e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br6522_mid","1.25e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:Br8667_mid","1.44e-01","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"condition.id:scale","9.05e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"condition.id:no","9.05e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"replicate.id:bisque","9.05e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"replicate.id:bisque;condition.id:scale","9.05e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"replicate.id:bisque;condition.id:no","9.05e-02","huuki-meyers-et-al-2023_dlpfc-cohort1_k2_bulk_bisque","Huuki-Myers et al 2023","2","2","neuron;glial"
"sample.id:453W","9.92e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:684C","9.34e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:CR3L","9.52e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:FLWA","9.84e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:FY2H","9.88e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:CYFZ","9.80e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:925L","9.87e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:9JD4","9.74e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:G4YW","9.57e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:4DUY","9.43e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:CZJE","9.80e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:36TS","9.81e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"condition.id:scaled","9.93e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"condition.id:unscaled","9.49e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"replicate.id:rep1","9.71e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"replicate.id:rep1;condition.id:scaled","9.93e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"replicate.id:rep1;condition.id:unscaled","9.49e-01","monaco-et-al-2019_pbmc-cohort1_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:453W","9.06e-03","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:684C","7.26e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:CR3L","5.34e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:FLWA","1.79e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:FY2H","1.30e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:CYFZ","2.17e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:925L","1.40e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:9JD4","2.93e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:G4YW","4.73e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:4DUY","6.28e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:CZJE","2.17e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:36TS","2.08e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"condition.id:scaled","1.06e-16","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"condition.id:unscaled","5.37e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"replicate.id:rep1","3.80e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"replicate.id:rep1;condition.id:scaled","1.06e-16","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"replicate.id:rep1;condition.id:unscaled","5.37e-02","monaco-et-al-2019_pbmc-cohort1_nonplasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:453W","9.06e-03","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:684C","7.26e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:CR3L","5.34e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:FLWA","1.79e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:FY2H","1.30e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:CYFZ","2.17e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:925L","1.40e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:9JD4","2.93e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:G4YW","4.73e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:4DUY","6.28e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:CZJE","2.17e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"sample.id:36TS","2.08e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"condition.id:scaled","6.63e-17","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"condition.id:unscaled","5.37e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"replicate.id:rep1","3.80e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"replicate.id:rep1;condition.id:scaled","6.63e-17","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
"replicate.id:rep1;condition.id:unscaled","5.37e-02","monaco-et-al-2019_pbmc-cohort1_plasmablasts_k2","Monaco et al 2019","2","2","neuron;glial"
